Date, Market Mood Index, Nifty Index
08-03-2018, 31.41 ," 10,242.65 "
07-03-2018, 31.33 ," 10,154.20 "
06-03-2018, 30.11 ," 10,249.25 "
05-03-2018, 34.86 ," 10,358.85 "
01-03-2018, 39.51 ," 10,458.35 "
28-02-2018, 37.73 ," 10,492.85 "
27-02-2018, 32.65 ," 10,554.30 "
26-02-2018, 35.46 ," 10,582.60 "
23-02-2018, 29.07 ," 10,491.05 "
22-02-2018, 23.96 ," 10,382.70 "
21-02-2018, 24.59 ," 10,397.45 "
20-02-2018, 18.17 ," 10,360.40 "
19-02-2018, 14.29 ," 10,378.40 "
16-02-2018, 15.00 ," 10,452.30 "
15-02-2018, 15.00 ," 10,545.50 "
14-02-2018, 17.69 ," 10,500.90 "
12-02-2018, 22.47 ," 10,539.75 "
09-02-2018, 26.49 ," 10,454.95 "
08-02-2018, 22.64 ," 10,576.85 "
07-02-2018, 21.32 ," 10,476.70 "
06-02-2018, 37.08 ," 10,498.25 "
05-02-2018, 48.44 ," 10,666.55 "
02-02-2018, 51.53 ," 10,760.60 "
01-02-2018, 54.96 ," 11,016.90 "
31-01-2018, 54.44 ," 11,027.70 "
30-01-2018, 54.94 ," 11,049.65 "
29-01-2018, 48.74 ," 11,130.40 "
25-01-2018, 43.66 ," 11,069.65 "
24-01-2018, 45.57 ," 11,086.00 "
23-01-2018, 51.03 ," 11,083.70 "
22-01-2018, 51.07 ," 10,966.20 "
19-01-2018, 53.14 ," 10,894.70 "
18-01-2018, 57.60 ," 10,817.00 "
17-01-2018, 53.15 ," 10,788.55 "
16-01-2018, 50.78 ," 10,700.45 "
15-01-2018, 55.36 ," 10,741.55 "
12-01-2018, 48.14 ," 10,681.25 "
11-01-2018, 52.33 ," 10,651.20 "
10-01-2018, 56.72 ," 10,632.20 "
09-01-2018, 52.01 ," 10,637.00 "
08-01-2018, 56.67 ," 10,623.60 "
05-01-2018, 58.34 ," 10,558.85 "
04-01-2018, 53.38 ," 10,504.80 "
03-01-2018, 47.51 ," 10,443.20 "
02-01-2018, 44.80 ," 10,442.20 "
01-01-2018, 60.66 ," 10,435.55 "
29-12-2017, 68.60 ," 10,530.70 "
28-12-2017, 61.62 ," 10,477.90 "
27-12-2017, 57.70 ," 10,490.75 "
26-12-2017, 53.74 ," 10,531.50 "
22-12-2017, 54.60 ," 10,493.00 "
21-12-2017, 61.48 ," 10,440.30 "
20-12-2017, 62.85 ," 10,444.20 "
19-12-2017, 52.69 ," 10,463.20 "
18-12-2017, 38.91 ," 10,388.75 "
15-12-2017, 34.68 ," 10,333.25 "
14-12-2017, 26.61 ," 10,252.10 "
13-12-2017, 25.31 ," 10,192.95 "
12-12-2017, 32.26 ," 10,240.15 "
11-12-2017, 39.92 ," 10,322.25 "
08-12-2017, 42.53 ," 10,265.65 "
07-12-2017, 29.46 ," 10,166.70 "
06-12-2017, 20.94 ," 10,044.10 "
05-12-2017, 29.75 ," 10,118.25 "
04-12-2017, 35.90 ," 10,127.75 "
01-12-2017, 45.83 ," 10,121.80 "
30-11-2017, 56.93 ," 10,226.55 "
29-11-2017, 56.01 ," 10,361.30 "
28-11-2017, 58.55 ," 10,370.25 "
27-11-2017, 58.69 ," 10,399.55 "
24-11-2017, 54.08 ," 10,389.70 "
23-11-2017, 44.28 ," 10,348.75 "
22-11-2017, 44.56 ," 10,342.30 "
21-11-2017, 42.51 ," 10,326.90 "
20-11-2017, 38.22 ," 10,298.75 "
17-11-2017, 35.07 ," 10,283.60 "
16-11-2017, 31.30 ," 10,214.75 "
15-11-2017, 26.27 ," 10,118.05 "
14-11-2017, 30.18 ," 10,186.60 "
13-11-2017, 35.11 ," 10,224.95 "
09-11-2017, 40.12 ," 10,308.95 "
08-11-2017, 39.33 ," 10,303.15 "
07-11-2017, 53.02 ," 10,350.15 "
06-11-2017, 70.21 ," 10,451.80 "
03-11-2017, 73.54 ," 10,452.50 "
02-11-2017, 73.68 ," 10,423.80 "
01-11-2017, 74.46 ," 10,440.50 "
31-10-2017, 73.82 ," 10,335.30 "
30-10-2017, 69.17 ," 10,363.65 "
27-10-2017, 62.74 ," 10,323.05 "
26-10-2017, 66.57 ," 10,343.80 "
25-10-2017, 68.48 ," 10,295.35 "
24-10-2017, 63.66 ," 10,207.70 "
23-10-2017, 59.69 ," 10,184.85 "
18-10-2017, 62.92 ," 10,210.85 "
17-10-2017, 62.91 ," 10,234.45 "
16-10-2017, 61.32 ," 10,230.85 "
13-10-2017, 62.89 ," 10,167.45 "
12-10-2017, 54.06 ," 10,096.40 "
11-10-2017, 51.12 ," 9,984.80 "
10-10-2017, 49.90 ," 10,016.95 "
09-10-2017, 50.28 ," 9,988.75 "
06-10-2017, 49.38 ," 9,979.70 "
05-10-2017, 45.44 ," 9,888.70 "
04-10-2017, 40.60 ," 9,914.90 "
03-10-2017, 33.71 ," 9,859.50 "
29-09-2017, 34.86 ," 9,788.60 "
28-09-2017, 26.65 ," 9,768.95 "
27-09-2017, 22.93 ," 9,735.75 "
26-09-2017, 29.17 ," 9,871.50 "
25-09-2017, 32.33 ," 9,872.60 "
22-09-2017, 45.23 ," 9,964.40 "
21-09-2017, 59.71 ," 10,121.90 "
20-09-2017, 59.65 ," 10,141.15 "
19-09-2017, 53.60 ," 10,147.55 "
18-09-2017, 46.35 ," 10,153.10 "
15-09-2017, 46.27 ," 10,085.40 "
14-09-2017, 48.18 ," 10,086.60 "
13-09-2017, 51.23 ," 10,079.30 "
12-09-2017, 51.35 ," 10,093.05 "
11-09-2017, 39.31 ," 10,006.05 "
08-09-2017, 35.47 ," 9,934.80 "
07-09-2017, 39.00 ," 9,929.90 "
06-09-2017, 40.24 ," 9,916.20 "
05-09-2017, 34.44 ," 9,952.20 "
04-09-2017, 37.83 ," 9,912.85 "
01-09-2017, 41.28 ," 9,974.40 "
31-08-2017, 39.16 ," 9,917.90 "
30-08-2017, 30.30 ," 9,884.40 "
29-08-2017, 29.63 ," 9,796.05 "
28-08-2017, 38.23 ," 9,912.80 "
24-08-2017, 32.89 ," 9,857.05 "
23-08-2017, 22.50 ," 9,852.50 "
22-08-2017, 15.06 ," 9,765.55 "
21-08-2017, 15.00 ," 9,754.35 "
18-08-2017, 15.29 ," 9,837.40 "
17-08-2017, 17.95 ," 9,904.15 "
16-08-2017, 23.51 ," 9,897.30 "
14-08-2017, 22.13 ," 9,794.15 "
11-08-2017, 18.12 ," 9,710.80 "
10-08-2017, 25.82 ," 9,820.25 "
09-08-2017, 36.05 ," 9,908.05 "
08-08-2017, 43.57 ," 9,978.55 "
07-08-2017, 49.23 ," 10,057.40 "
04-08-2017, 45.12 ," 10,066.40 "
03-08-2017, 38.46 ," 10,013.65 "
02-08-2017, 44.21 ," 10,081.50 "
01-08-2017, 47.16 ," 10,114.65 "
31-07-2017, 43.87 ," 10,077.10 "
28-07-2017, 43.07 ," 10,014.50 "
27-07-2017, 47.57 ," 10,020.55 "
26-07-2017, 52.81 ," 10,020.65 "
25-07-2017, 49.56 ," 9,964.55 "
24-07-2017, 50.01 ," 9,966.40 "
21-07-2017, 50.37 ," 9,915.25 "
20-07-2017, 51.89 ," 9,873.30 "
19-07-2017, 45.18 ," 9,899.60 "
18-07-2017, 38.68 ," 9,827.15 "
17-07-2017, 45.42 ," 9,915.95 "
14-07-2017, 48.99 ," 9,886.35 "
13-07-2017, 49.79 ," 9,891.70 "
12-07-2017, 48.60 ," 9,816.10 "
11-07-2017, 51.90 ," 9,786.05 "
10-07-2017, 55.71 ," 9,771.05 "
07-07-2017, 57.10 ," 9,665.80 "
06-07-2017, 58.87 ," 9,674.55 "
05-07-2017, 49.24 ," 9,637.60 "
04-07-2017, 41.34 ," 9,613.30 "
03-07-2017, 37.95 ," 9,615.00 "
30-06-2017, 36.85 ," 9,520.90 "
29-06-2017, 35.89 ," 9,504.10 "
28-06-2017, 34.50 ," 9,491.25 "
27-06-2017, 43.04 ," 9,511.40 "
23-06-2017, 50.18 ," 9,574.95 "
22-06-2017, 57.07 ," 9,630.00 "
21-06-2017, 63.23 ," 9,633.60 "
20-06-2017, 59.80 ," 9,653.50 "
19-06-2017, 52.81 ," 9,657.55 "
16-06-2017, 54.24 ," 9,588.05 "
15-06-2017, 59.86 ," 9,578.05 "
14-06-2017, 59.51 ," 9,618.15 "
13-06-2017, 54.30 ," 9,606.90 "
12-06-2017, 56.91 ," 9,616.40 "
09-06-2017, 56.18 ," 9,668.25 "
08-06-2017, 58.34 ," 9,647.25 "
07-06-2017, 59.64 ," 9,663.90 "
06-06-2017, 54.13 ," 9,637.15 "
05-06-2017, 60.72 ," 9,675.10 "
02-06-2017, 60.58 ," 9,653.50 "
01-06-2017, 46.76 ," 9,616.10 "
31-05-2017, 38.51 ," 9,621.25 "
30-05-2017, 31.69 ," 9,624.55 "
29-05-2017, 30.89 ," 9,604.90 "
26-05-2017, 33.47 ," 9,595.10 "
25-05-2017, 22.32 ," 9,509.75 "
24-05-2017, 15.00 ," 9,360.55 "
23-05-2017, 16.39 ," 9,386.15 "
22-05-2017, 26.89 ," 9,438.25 "
19-05-2017, 31.91 ," 9,427.90 "
18-05-2017, 37.58 ," 9,429.45 "
17-05-2017, 48.88 ," 9,525.75 "
16-05-2017, 44.49 ," 9,512.25 "
15-05-2017, 37.48 ," 9,445.40 "
12-05-2017, 39.89 ," 9,400.90 "
11-05-2017, 48.88 ," 9,422.40 "
10-05-2017, 53.16 ," 9,407.30 "
09-05-2017, 51.49 ," 9,316.85 "
08-05-2017, 41.38 ," 9,314.05 "
05-05-2017, 44.85 ," 9,285.30 "
04-05-2017, 53.44 ," 9,359.90 "
03-05-2017, 49.32 ," 9,311.95 "
02-05-2017, 53.54 ," 9,313.80 "
28-04-2017, 54.99 ," 9,304.05 "
27-04-2017, 49.92 ," 9,342.15 "
26-04-2017, 53.33 ," 9,351.85 "
25-04-2017, 57.78 ," 9,306.60 "
24-04-2017, 51.92 ," 9,217.95 "
21-04-2017, 48.13 ," 9,119.40 "
20-04-2017, 47.57 ," 9,136.40 "
19-04-2017, 40.01 ," 9,103.50 "
18-04-2017, 42.18 ," 9,105.15 "
17-04-2017, 51.10 ," 9,139.30 "
13-04-2017, 54.53 ," 9,150.80 "
12-04-2017, 61.28 ," 9,203.45 "
11-04-2017, 64.75 ," 9,237.00 "
10-04-2017, 57.14 ," 9,181.45 "
07-04-2017, 58.63 ," 9,198.30 "
06-04-2017, 71.72 ," 9,261.95 "
05-04-2017, 69.30 ," 9,265.15 "
03-04-2017, 58.32 ," 9,237.85 "
31-03-2017, 58.55 ," 9,173.75 "
30-03-2017, 67.58 ," 9,173.75 "
29-03-2017, 68.05 ," 9,143.80 "
28-03-2017, 64.80 ," 9,100.80 "
27-03-2017, 69.07 ," 9,045.20 "
24-03-2017, 74.26 ," 9,108.00 "
23-03-2017, 69.64 ," 9,086.30 "
22-03-2017, 70.99 ," 9,030.45 "
21-03-2017, 75.37 ," 9,121.50 "
20-03-2017, 78.56 ," 9,126.85 "
17-03-2017, 46.07 ," 9,160.05 "
16-03-2017, 85.00 ," 9,153.70 "
15-03-2017, 79.06 ," 9,084.80 "
14-03-2017, 67.77 ," 9,087.00 "
10-03-2017, 61.07 ," 8,934.55 "
09-03-2017, 59.00 ," 8,927.00 "
08-03-2017, 62.87 ," 8,924.30 "
07-03-2017, 73.83 ," 8,946.90 "
06-03-2017, 78.90 ," 8,963.45 "
03-03-2017, 70.09 ," 8,897.55 "
02-03-2017, 65.50 ," 8,899.75 "
01-03-2017, 67.81 ," 8,945.80 "
28-02-2017, 65.47 ," 8,879.60 "
27-02-2017, 65.55 ," 8,896.70 "
23-02-2017, 67.15 ," 8,939.50 "
22-02-2017, 67.84 ," 8,926.90 "
21-02-2017, 70.54 ," 8,907.85 "
20-02-2017, 71.82 ," 8,879.20 "
17-02-2017, 68.15 ," 8,821.70 "
16-02-2017, 63.44 ," 8,778.00 "
15-02-2017, 66.23 ," 8,724.70 "
14-02-2017, 69.33 ," 8,792.30 "
13-02-2017, 67.48 ," 8,805.05 "
10-02-2017, 71.36 ," 8,793.55 "
09-02-2017, 77.96 ," 8,778.40 "
08-02-2017, 76.12 ," 8,769.05 "
07-02-2017, 76.14 ," 8,768.30 "
06-02-2017, 79.02 ," 8,801.05 "
03-02-2017, 81.02 ," 8,740.95 "
02-02-2017, 83.36 ," 8,734.25 "
01-02-2017, 74.12 ," 8,716.40 "
31-01-2017, 71.33 ," 8,561.30 "
30-01-2017, 75.03 ," 8,632.75 "
27-01-2017, 76.38 ," 8,641.25 "
25-01-2017, 78.38 ," 8,602.75 "
24-01-2017, 74.47 ," 8,475.80 "
23-01-2017, 70.88 ," 8,391.50 "
20-01-2017, 73.74 ," 8,349.35 "
19-01-2017, 77.68 ," 8,435.10 "
18-01-2017, 73.52 ," 8,417.00 "
17-01-2017, 73.43 ," 8,398.00 "
16-01-2017, 72.78 ," 8,412.80 "
13-01-2017, 75.48 ," 8,400.35 "
12-01-2017, 82.80 ," 8,407.20 "
11-01-2017, 78.43 ," 8,380.65 "
10-01-2017, 75.74 ," 8,288.60 "
09-01-2017, 74.66 ," 8,236.05 "
06-01-2017, 73.61 ," 8,243.80 "
05-01-2017, 68.87 ," 8,273.80 "
04-01-2017, 59.46 ," 8,190.50 "
03-01-2017, 54.88 ," 8,192.25 "
02-01-2017, 50.27 ," 8,179.50 "
30-12-2016, 47.22 ," 8,185.80 "
29-12-2016, 42.84 ," 8,103.60 "
28-12-2016, 43.53 ," 8,034.85 "
27-12-2016, 39.32 ," 8,032.85 "
26-12-2016, 33.96 ," 7,908.25 "
23-12-2016, 38.61 ," 7,985.75 "
22-12-2016, 48.16 ," 7,979.10 "
21-12-2016, 50.34 ," 8,061.30 "
20-12-2016, 49.64 ," 8,082.40 "
19-12-2016, 52.05 ," 8,104.35 "
16-12-2016, 46.27 ," 8,139.45 "
15-12-2016, 42.36 ," 8,153.60 "
14-12-2016, 45.06 ," 8,182.45 "
13-12-2016, 46.21 ," 8,221.80 "
12-12-2016, 50.83 ," 8,170.80 "
09-12-2016, 50.37 ," 8,261.75 "
08-12-2016, 39.22 ," 8,246.85 "
07-12-2016, 39.76 ," 8,102.05 "
06-12-2016, 41.04 ," 8,143.15 "
05-12-2016, 31.73 ," 8,128.75 "
02-12-2016, 31.31 ," 8,086.80 "
01-12-2016, 34.39 ," 8,192.90 "
30-11-2016, 29.93 ," 8,224.50 "
29-11-2016, 26.35 ," 8,142.15 "
28-11-2016, 26.21 ," 8,126.90 "
25-11-2016, 21.99 ," 8,114.30 "
24-11-2016, 15.76 ," 7,965.50 "
23-11-2016, 15.76 ," 8,033.30 "
22-11-2016, 15.00 ," 8,002.30 "
21-11-2016, 19.06 ," 7,929.10 "
18-11-2016, 23.08 ," 8,074.10 "
17-11-2016, 19.01 ," 8,079.95 "
16-11-2016, 18.68 ," 8,111.60 "
15-11-2016, 18.68 ," 8,108.45 "
11-11-2016, 21.71 ," 8,296.30 "
10-11-2016, 21.71 ," 8,525.75 "
09-11-2016, 18.71 ," 8,432.00 "
08-11-2016, 19.63 ," 8,543.55 "
07-11-2016, 15.92 ," 8,497.05 "
04-11-2016, 16.73 ," 8,433.75 "
03-11-2016, 16.73 ," 8,484.95 "
02-11-2016, 20.09 ," 8,514.00 "
01-11-2016, 28.67 ," 8,626.25 "
30-10-2016, 31.47 ," 8,625.70 "
28-10-2016, 31.60 ," 8,638.00 "
27-10-2016, 28.89 ," 8,615.25 "
26-10-2016, 30.68 ," 8,615.25 "
25-10-2016, 33.22 ," 8,691.30 "
24-10-2016, 32.40 ," 8,708.95 "
21-10-2016, 37.28 ," 8,693.05 "
20-10-2016, 35.91 ," 8,699.40 "
19-10-2016, 38.41 ," 8,659.10 "
18-10-2016, 38.85 ," 8,677.90 "
17-10-2016, 32.33 ," 8,520.40 "
14-10-2016, 28.46 ," 8,583.40 "
13-10-2016, 31.64 ," 8,573.35 "
10-10-2016, 38.19 ," 8,708.80 "
07-10-2016, 34.92 ," 8,697.60 "
06-10-2016, 38.96 ," 8,709.55 "
05-10-2016, 45.84 ," 8,743.95 "
04-10-2016, 39.36 ," 8,769.15 "
03-10-2016, 30.09 ," 8,738.10 "
30-09-2016, 21.11 ," 8,611.15 "
29-09-2016, 35.09 ," 8,591.25 "
28-09-2016, 44.68 ," 8,745.15 "
27-09-2016, 30.29 ," 8,706.40 "
26-09-2016, 32.50 ," 8,723.05 "
23-09-2016, 48.82 ," 8,831.55 "
22-09-2016, 47.21 ," 8,867.45 "
21-09-2016, 36.13 ," 8,777.15 "
20-09-2016, 40.42 ," 8,775.90 "
19-09-2016, 37.61 ," 8,808.40 "
16-09-2016, 31.83 ," 8,779.85 "
15-09-2016, 36.33 ," 8,742.55 "
14-09-2016, 39.29 ," 8,726.60 "
12-09-2016, 46.59 ," 8,715.60 "
09-09-2016, 63.34 ," 8,866.70 "
08-09-2016, 72.15 ," 8,952.50 "
07-09-2016, 71.17 ," 8,917.95 "
06-09-2016, 69.47 ," 8,943.00 "
02-09-2016, 62.34 ," 8,809.65 "
01-09-2016, 62.32 ," 8,774.65 "
31-08-2016, 67.55 ," 8,786.20 "
30-08-2016, 58.01 ," 8,744.35 "
29-08-2016, 51.31 ," 8,607.45 "
26-08-2016, 47.71 ," 8,572.55 "
25-08-2016, 45.71 ," 8,592.20 "
24-08-2016, 48.65 ," 8,650.30 "
23-08-2016, 52.39 ," 8,632.60 "
22-08-2016, 65.45 ," 8,629.15 "
19-08-2016, 72.14 ," 8,666.90 "
18-08-2016, 66.77 ," 8,673.25 "
17-08-2016, 64.64 ," 8,624.05 "
16-08-2016, 69.55 ," 8,642.55 "
12-08-2016, 66.89 ," 8,672.15 "
11-08-2016, 57.93 ," 8,592.15 "
10-08-2016, 64.21 ," 8,575.30 "
09-08-2016, 74.91 ," 8,678.25 "
08-08-2016, 79.50 ," 8,711.35 "
05-08-2016, 70.64 ," 8,683.15 "
04-08-2016, 54.35 ," 8,551.10 "
03-08-2016, 57.20 ," 8,544.85 "
02-08-2016, 68.14 ," 8,622.90 "
01-08-2016, 69.57 ," 8,636.55 "
29-07-2016, 70.11 ," 8,638.50 "
28-07-2016, 76.10 ," 8,666.30 "
27-07-2016, 74.88 ," 8,615.80 "
26-07-2016, 75.05 ," 8,590.65 "
25-07-2016, 80.38 ," 8,635.65 "
22-07-2016, 79.96 ," 8,541.20 "
21-07-2016, 74.94 ," 8,510.10 "
20-07-2016, 74.72 ," 8,565.85 "
19-07-2016, 71.27 ," 8,528.55 "
18-07-2016, 67.86 ," 8,508.70 "
15-07-2016, 74.82 ," 8,541.40 "
14-07-2016, 73.52 ," 8,565.00 "
13-07-2016, 77.42 ," 8,519.50 "
12-07-2016, 79.61 ," 8,521.05 "
11-07-2016, 67.74 ," 8,467.90 "
08-07-2016, 65.50 ," 8,323.20 "
07-07-2016, 70.11 ," 8,337.90 "
05-07-2016, 71.86 ," 8,335.95 "
04-07-2016, 69.36 ," 8,370.70 "
01-07-2016, 68.24 ," 8,328.35 "
30-06-2016, 65.64 ," 8,287.75 "
29-06-2016, 55.34 ," 8,204.00 "
28-06-2016, 49.73 ," 8,127.85 "
27-06-2016, 44.67 ," 8,094.70 "
24-06-2016, 45.74 ," 8,088.60 "
23-06-2016, 46.93 ," 8,270.45 "
22-06-2016, 47.24 ," 8,203.70 "
21-06-2016, 56.19 ," 8,219.90 "
20-06-2016, 59.08 ," 8,238.50 "
17-06-2016, 51.76 ," 8,170.20 "
16-06-2016, 48.49 ," 8,140.75 "
15-06-2016, 52.90 ," 8,206.60 "
14-06-2016, 55.13 ," 8,108.85 "
13-06-2016, 61.57 ," 8,110.60 "
10-06-2016, 70.27 ," 8,170.05 "
09-06-2016, 77.21 ," 8,203.60 "
08-06-2016, 83.26 ," 8,273.05 "
07-06-2016, 83.08 ," 8,266.45 "
06-06-2016, 78.07 ," 8,201.05 "
03-06-2016, 80.00 ," 8,220.80 "
02-06-2016, 80.82 ," 8,218.95 "
01-06-2016, 75.72 ," 8,179.95 "
31-05-2016, 76.03 ," 8,160.10 "
30-05-2016, 78.20 ," 8,178.50 "
27-05-2016, 76.88 ," 8,156.65 "
26-05-2016, 67.31 ," 8,069.65 "
25-05-2016, 49.72 ," 7,934.90 "
24-05-2016, 40.65 ," 7,748.85 "
23-05-2016, 42.83 ," 7,731.05 "
20-05-2016, 41.12 ," 7,749.70 "
19-05-2016, 48.43 ," 7,783.40 "
18-05-2016, 59.79 ," 7,870.15 "
17-05-2016, 54.91 ," 7,890.75 "
16-05-2016, 47.93 ," 7,860.75 "
13-05-2016, 54.54 ," 7,814.90 "
12-05-2016, 54.76 ," 7,900.40 "
11-05-2016, 51.01 ," 7,848.85 "
10-05-2016, 56.35 ," 7,887.80 "
09-05-2016, 57.67 ," 7,866.05 "
06-05-2016, 56.97 ," 7,733.45 "
05-05-2016, 53.93 ," 7,735.50 "
04-05-2016, 51.52 ," 7,706.55 "
03-05-2016, 59.58 ," 7,747.00 "
02-05-2016, 68.39 ," 7,805.90 "
29-04-2016, 69.15 ," 7,849.80 "
28-04-2016, 72.26 ," 7,847.25 "
27-04-2016, 80.11 ," 7,979.90 "
26-04-2016, 76.34 ," 7,962.65 "
25-04-2016, 71.31 ," 7,855.05 "
22-04-2016, 72.90 ," 7,899.30 "
21-04-2016, 73.68 ," 7,912.05 "
20-04-2016, 74.31 ," 7,914.75 "
18-04-2016, 73.98 ," 7,914.70 "
13-04-2016, 71.51 ," 7,850.45 "
12-04-2016, 72.54 ," 7,708.95 "
11-04-2016, 73.77 ," 7,671.40 "
08-04-2016, 67.20 ," 7,555.20 "
07-04-2016, 69.30 ," 7,546.45 "
06-04-2016, 72.52 ," 7,614.35 "
05-04-2016, 73.08 ," 7,603.20 "
04-04-2016, 80.33 ," 7,758.80 "
01-04-2016, 84.11 ," 7,713.05 "
31-03-2016, 84.11 ," 7,738.40 "
30-03-2016, 78.34 ," 7,735.20 "
29-03-2016, 70.30 ," 7,597.00 "
28-03-2016, 76.71 ," 7,615.10 "
23-03-2016, 82.71 ," 7,716.50 "
22-03-2016, 81.40 ," 7,714.90 "
21-03-2016, 81.51 ," 7,704.25 "
18-03-2016, 78.64 ," 7,604.35 "
17-03-2016, 80.57 ," 7,512.55 "
16-03-2016, 85.00 ," 7,498.75 "
15-03-2016, 82.03 ," 7,460.60 "
14-03-2016, 78.03 ," 7,538.75 "
11-03-2016, 75.71 ," 7,510.20 "
10-03-2016, 74.54 ," 7,486.15 "
09-03-2016, 71.18 ," 7,531.80 "
08-03-2016, 68.73 ," 7,485.30 "
04-03-2016, 68.48 ," 7,485.35 "
03-03-2016, 65.80 ," 7,475.60 "
02-03-2016, 58.98 ," 7,368.85 "
01-03-2016, 43.62 ," 7,222.30 "
29-02-2016, 35.93 ," 6,987.05 "
26-02-2016, 29.00 ," 7,029.75 "
25-02-2016, 26.13 ," 6,970.60 "
24-02-2016, 32.92 ," 7,018.70 "
23-02-2016, 36.89 ," 7,109.55 "
22-02-2016, 39.20 ," 7,234.55 "
19-02-2016, 34.71 ," 7,210.75 "
18-02-2016, 40.50 ," 7,191.75 "
17-02-2016, 40.01 ," 7,108.45 "
16-02-2016, 38.14 ," 7,048.25 "
15-02-2016, 42.75 ," 7,162.95 "
12-02-2016, 31.46 ," 6,980.95 "
11-02-2016, 22.97 ," 6,976.35 "
10-02-2016, 22.79 ," 7,215.70 "
09-02-2016, 26.81 ," 7,298.20 "
08-02-2016, 37.10 ," 7,387.25 "
05-02-2016, 37.70 ," 7,489.10 "
04-02-2016, 23.84 ," 7,404.00 "
03-02-2016, 19.24 ," 7,361.80 "
02-02-2016, 24.92 ," 7,455.55 "
01-02-2016, 28.70 ," 7,555.95 "
29-01-2016, 29.04 ," 7,563.55 "
28-01-2016, 27.26 ," 7,424.65 "
27-01-2016, 28.13 ," 7,437.75 "
25-01-2016, 29.44 ," 7,436.15 "
22-01-2016, 30.65 ," 7,422.45 "
21-01-2016, 26.70 ," 7,276.80 "
20-01-2016, 25.47 ," 7,309.30 "
19-01-2016, 27.09 ," 7,435.10 "
18-01-2016, 20.84 ," 7,351.00 "
15-01-2016, 16.03 ," 7,437.80 "
14-01-2016, 22.12 ," 7,536.80 "
13-01-2016, 22.12 ," 7,562.40 "
12-01-2016, 17.78 ," 7,510.30 "
11-01-2016, 22.06 ," 7,563.85 "
08-01-2016, 19.86 ," 7,601.35 "
07-01-2016, 27.32 ," 7,568.30 "
06-01-2016, 48.02 ," 7,741.00 "
05-01-2016, 54.92 ," 7,784.65 "
04-01-2016, 62.05 ," 7,791.30 "
01-01-2016, 72.85 ," 7,963.20 "
31-12-2015, 68.06 ," 7,946.35 "
30-12-2015, 61.92 ," 7,896.25 "
29-12-2015, 60.99 ," 7,928.95 "
28-12-2015, 60.20 ," 7,925.15 "
24-12-2015, 58.72 ," 7,861.05 "
23-12-2015, 53.99 ," 7,865.95 "
22-12-2015, 59.68 ," 7,786.10 "
21-12-2015, 62.69 ," 7,834.45 "
18-12-2015, 57.91 ," 7,761.95 "
17-12-2015, 47.07 ," 7,844.35 "
16-12-2015, 27.21 ," 7,750.90 "
15-12-2015, 22.09 ," 7,700.90 "
14-12-2015, 21.34 ," 7,650.05 "
11-12-2015, 26.48 ," 7,610.45 "
10-12-2015, 32.73 ," 7,683.30 "
09-12-2015, 30.85 ," 7,612.50 "
08-12-2015, 32.59 ," 7,701.70 "
07-12-2015, 33.25 ," 7,765.40 "
04-12-2015, 45.72 ," 7,781.90 "
03-12-2015, 58.53 ," 7,864.15 "
02-12-2015, 61.40 ," 7,931.35 "
01-12-2015, 60.26 ," 7,954.90 "
30-11-2015, 58.81 ," 7,935.25 "
27-11-2015, 56.85 ," 7,942.70 "
26-11-2015, 51.79 ," 7,883.80 "
24-11-2015, 45.15 ," 7,831.60 "
23-11-2015, 41.18 ," 7,849.25 "
20-11-2015, 43.80 ," 7,856.55 "
19-11-2015, 40.99 ," 7,842.75 "
18-11-2015, 44.22 ," 7,731.80 "
17-11-2015, 50.51 ," 7,837.55 "
16-11-2015, 51.50 ," 7,806.60 "
13-11-2015, 57.01 ," 7,762.25 "
11-11-2015, 52.09 ," 7,783.35 "
10-11-2015, 48.46 ," 7,783.35 "
09-11-2015, 51.97 ," 7,915.20 "
06-11-2015, 47.31 ," 7,954.30 "
05-11-2015, 51.20 ," 7,955.45 "
04-11-2015, 54.82 ," 8,040.20 "
03-11-2015, 51.20 ," 8,060.70 "
02-11-2015, 57.07 ," 8,050.80 "
30-10-2015, 65.16 ," 8,065.80 "
29-10-2015, 63.59 ," 8,111.75 "
28-10-2015, 67.51 ," 8,171.20 "
27-10-2015, 71.00 ," 8,232.90 "
26-10-2015, 70.22 ," 8,260.55 "
23-10-2015, 69.94 ," 8,295.45 "
21-10-2015, 66.85 ," 8,251.70 "
20-10-2015, 67.89 ," 8,261.65 "
19-10-2015, 66.88 ," 8,275.05 "
16-10-2015, 66.91 ," 8,238.15 "
15-10-2015, 66.46 ," 8,179.50 "
14-10-2015, 67.32 ," 8,107.90 "
13-10-2015, 69.71 ," 8,131.70 "
12-10-2015, 68.79 ," 8,143.60 "
09-10-2015, 63.10 ," 8,189.70 "
08-10-2015, 59.39 ," 8,129.35 "
07-10-2015, 58.42 ," 8,177.40 "
06-10-2015, 57.52 ," 8,152.90 "
05-10-2015, 49.36 ," 8,119.30 "
01-10-2015, 39.74 ," 7,950.90 "
30-09-2015, 41.78 ," 7,948.90 "
29-09-2015, 35.66 ," 7,843.30 "
28-09-2015, 25.80 ," 7,795.70 "
24-09-2015, 29.60 ," 7,868.50 "
23-09-2015, 31.15 ," 7,845.95 "
22-09-2015, 34.39 ," 7,812.00 "
21-09-2015, 40.90 ," 7,977.10 "
